id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak
267,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12137,6,Upcoming,Main,2025-06-21T19:00Z,ABC,3591,158304,Red,Muhammad,Naimov,Hillman,8/7/94,30,Orthodox,145,69,70,http://www.ufc.com/athlete/Muhammad-Naimov,Featherweight,12,3,0,0,Dushanbe,,Tajikistan,Dushanbe,,Tajikistan,https://ufc.com/images/2025-06/NAIMOV_MUHAMMAD_06-21.png,,-225,1
268,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12137,6,Upcoming,Main,2025-06-21T19:00Z,ABC,4022,174,Blue,Bogdan,Grad,The Unleashed,9/28/95,29,Orthodox,145,68,70,http://www.ufc.com/athlete/Bogdan-Grad,Featherweight,15,2,0,0,Timisoara,,Romania,Graz,Styria,Austria,https://ufc.com/images/2025-06/GRAD_BOGDAN_06-21.png,,185,4
269,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12170,7,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,4239,180,Red,Seokhyeon,Ko,The Korean Tyson,9/24/93,31,Southpaw,170,70,71,http://www.ufc.com/athlete/Seokhyeon-Ko,Welterweight,11,2,0,0,Busan,,South Korea,Busan,,South Korea,https://ufc.com/images/2025-06/KO_SEOKHYEON_06-21.png,,350,4
270,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12170,7,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,4069,174,Blue,Oban,Elliott,The Welsh Gangster,12/19/97,27,Orthodox,170,72,72,http://www.ufc.com/athlete/Oban-Elliott,Welterweight,12,2,0,0,Stroud,England,United Kingdom,Merthyr Tydfil,Wales,United Kingdom,https://ufc.com/images/2025-06/ELLIOTT_OBAN_06-21.png,,-500,8
271,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12052,8,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,3253,159241,Red,Ismail,Naurdiev,,8/18/96,28,Orthodox,185,70,74,http://www.ufc.com/athlete/Ismail-Naurdiev,Middleweight,24,7,0,0,Grozny,Chechnya,Russia,Rabat,,Morocco,https://ufc.com/images/2025-06/NAURDIEV_ISMAIL_06-21.png,,185,2
272,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12052,8,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,3276,161421,Blue,JunYong,Park,The Iron Turtle,2/27/91,34,Orthodox,185,70,73,http://www.ufc.com/athlete/JunYong-Park,Middleweight,18,6,0,0,Seoul,,South Korea,Seoul,,South Korea,https://ufc.com/images/2025-06/PARK_JUNYONG_06-21.png,,-225,1
273,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12050,9,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,4083,174,Red,Daria,Zhelezniakova,Iron Lady,1/23/96,29,Orthodox,135,69,68,http://www.ufc.com/athlete/Dariya-Zheleznyakova,Women's Bantamweight,9,2,0,0,Saint Petersburg,Saint Petersburg,Russia,Saint Petersburg,Saint Petersburg,Russia,https://ufc.com/images/2025-06/ZHELEZNIAKOVA_DARIA_06-21.png,,210,-1
274,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12050,9,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,4084,175,Blue,Melissa,Mullins,No Mess,7/23/91,33,Orthodox,135,67,68,http://www.ufc.com/athlete/Melissa-Mullins,Women's Bantamweight,7,1,0,0,Oxford,England,United Kingdom,Coventry,England,United Kingdom,https://ufc.com/images/2025-06/MULLINS_MELISSA_06-21.png,,-258,1
275,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12049,10,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,3947,167527,Red,Irina,Alekseeva,Russian Ronda,6/27/90,34,Orthodox,135,68,67,http://www.ufc.com/athlete/Irina-Alekseeva,Women's Bantamweight,5,2,0,0,Atyrau,Atyrau,Kazakstan,Chelyabinsk,Chelyabinsk,Russia,https://ufc.com/images/2025-06/ALEKSEEVA_IRINA_06-21.png,,-225,-1
276,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12049,10,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,4308,182,Blue,Klaudia,Sygula,,12/30/98,26,Orthodox,135,68,69,http://www.ufc.com/athlete/Klaudia-Syguła,Women's Bantamweight,6,2,0,0,Poddebice,Lodz,Poland,Poznan,Greater Poland,Poland,https://www.ufcespanol.com/images/styles/athlete_bio_full_body/s3/2024-11/SYGULA_KLAUDIA_R_11-09.png?itok=R8lDYHR6,,185,-1
277,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12151,11,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,3460,163640,Red,Tagir,Ulanbekov,,8/7/91,33,Southpaw,125,67,70,http://www.ufc.com/athlete/Tagir-Ulanbekov,Flyweight,16,2,0,0,,Dagestan,Russia,Makhachkala,Dagestan,Russia,https://ufc.com/images/2025-06/ULANBEKOV_TAGIR_06-21.png,12,-290,3
278,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12151,11,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,4007,174,Blue,Azat,Maksum,Qazaq,2/2/95,30,Southpaw,125,67,70,http://www.ufc.com/athlete/Azat-Maksum,Flyweight,15,1,0,0,Almaty,Almaty,Kazakstan,Almaty,Almaty,Kazakstan,https://ufc.com/images/2025-06/MAKSUM_AZAT_06-21.png,,235,-1
279,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12051,12,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,3903,157642,Red,Hamdy,Abdelwahab,The Hammer,1/22/93,32,Southpaw,264,74,72,http://www.ufc.com/athlete/Hamdy-Abdelwahab,Heavyweight,6,0,0,1,Cairo,,Egypt,Cairo,,Egypt,https://ufc.com/images/2025-06/ABDELWAHAB_HAMDY_06-21.png,,-198,6
280,UFC Fight Night: Hill vs. Rountree Jr.,1258,2025-06-21T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Baku Crystal Hall,343,Baku,,Azerbaijan,AZE,12051,12,Upcoming,Prelims1,2025-06-21T16:00Z,ESPN,3914,153381,Blue,Mohammed,Usman,The Motor,4/1/89,36,Orthodox,239,74,79,http://www.ufc.com/athlete/Mohammed-Usman,Heavyweight,11,4,0,0,Auchi,Edo,Nigeria,Denver,Colorado,USA,https://ufc.com/images/2025-06/USMAN_MOHAMMAD_06-21.png,,164,-2
