id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak
291,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12125,6,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,2775,131089,Red,Jack,Hermansson,The Joker,6/10/88,37,Orthodox,185,73,77.5,http://www.ufc.com/athlete/Jack-Hermansson,Middleweight,24,8,0,0,Uddevalla,,Sweden,Uddevalla,,Sweden,https://ufc.com/images/2025-06/HERMANSSON_JACK_06-28.png,,164,1
292,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12125,6,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,3558,147487,Blue,Gregory,Rodrigues,Robocop,2/17/92,33,Orthodox,185,75,75,http://www.ufc.com/athlete/Gregory-Rodrigues,Middleweight,16,6,0,0,Rio de Janeiro,Rio de Janeiro,Brazil,Manaus,Amazonas,Brazil,https://ufc.com/images/2023-01/RODRIGUES_GREGORY_01-19.png,,-198,-1
293,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12197,7,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,4051,138,Red,Hyder,Amil,The Hurricane,5/28/90,35,Switch,145,69,70,http://www.ufc.com/athlete/Hyder-Amil,Featherweight,11,0,0,0,Cebu City,Cebu,Philippines,Cebu City,Cebu,Philippines,https://ufc.com/images/2025-06/AMIL_HYDER_06-28.png,,130,12
294,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12197,7,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,4276,158,Blue,Jose,Delgado,,4/21/98,27,Switch,145,71,74,http://www.ufc.com/athlete/Jose-Miguel-Delgado,Featherweight,9,1,0,0,Yuma,Arizona,USA,Phoenix,Arizona,USA,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/DELGADO_JOSE_L_08-13.png?itok=eFev1EIn,,-155,6
295,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12127,8,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,3296,160440,Red,Viviane,Araujo,Vivi,11/21/86,38,Orthodox,125,64,68,http://www.ufc.com/athlete/Viviane-Araujo,Women's Flyweight,13,6,0,0,Brasilia,Distrito Federal,Brazil,Brasilia,Distrito Federal,Brazil,https://ufc.com/images/2025-06/ARAUJO_VIVIANE_06-28.png,8,185,1
296,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12127,8,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,3357,133839,Blue,Tracy,Cortez,,12/10/93,31,Orthodox,125,65,65.5,http://www.ufc.com/athlete/Tracy-Cortez,Women's Flyweight,11,2,0,0,Phoenix,Arizona,USA,Phoenix,Arizona,USA,https://ufc.com/images/2025-06/CORTEZ_TRACY_06-28.png,10,-225,-1
297,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12198,9,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,3345,154098,Red,Terrance,McKinney,T. Wrecks,9/15/94,30,Switch,155,70,73.5,http://www.ufc.com/athlete/Terrance-McKinney,Lightweight,16,7,0,0,Chicago,Illinois,USA,Spokane,Washington,USA,https://ufc.com/images/2025-06/MCKINNEY_TERRANCE_06-28.png,,-166,1
298,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12198,9,Upcoming,Prelims1,2025-06-29T00:00Z,ESPN,3770,163870,Blue,Viacheslav,Borshchev,Slava Claus,1/8/92,33,Orthodox,155,71,69,http://www.ufc.com/athlete/Viacheslav-Borshchev,Lightweight,8,5,1,0,Volgograd,Volgograd Oblast,Russia,Volgograd,Volgograd Oblast,Russia,https://ufc.com/images/2025-06/BORSHCHEV_VIACHESLAV_06-28.png,,140,-1
299,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12201,10,Upcoming,Prelims2,2025-06-28T23:00Z,UFC Fight Pass,2851,126705,Red,Niko,Price,The Hybrid,9/29/89,35,Orthodox,170,72,76,http://www.ufc.com/athlete/Niko-Price,Welterweight,16,8,0,2,Cape Coral,Florida,USA,Cape Coral,Florida,USA,https://ufc.com/images/2025-06/PRICE_NIKO_06-28.png,,1100,-1
300,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12201,10,Upcoming,Prelims2,2025-06-28T23:00Z,UFC Fight Pass,4294,166,Blue,Jacobe,Smith,Cobe,1/17/96,29,Southpaw,170,70,72,http://www.ufc.com/athlete/Jacobe-Smith,Welterweight,10,0,0,0,Muskogee,Oklahoma,USA,Dallas,Texas,USA,https://ufc.com/images/2025-06/SMITH_JACOBE_06-28.png,,-2100,10
301,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12200,11,Upcoming,Prelims2,2025-06-28T23:00Z,UFC Fight Pass,4039,174,Red,Jhonata,Diniz,,6/23/91,34,Orthodox,254,76,79.5,http://www.ufc.com/athlete/Jhonata-Diniz,Heavyweight,8,1,0,0,Curitiba,Parana,Brazil,Curitiba,Parana,Brazil,https://ufc.com/images/2025-06/DINIZ_JHONATA_06-28.png,,-340,-1
302,UFC 317: Topuria vs. Oliveira,1262,2025-06-28T23:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12200,11,Upcoming,Prelims2,2025-06-28T23:00Z,UFC Fight Pass,4415,,Blue,Alvin,Hines,Goozie,10/20/91,33,Orthodox,265,74,74,http://www.ufc.com/athlete/Alvin-Hines,Heavyweight,7,0,0,0,Deer River,Minnesota,USA,Grand Rapids,Minnesota,USA,https://ufc.com/images/2025-06/HINES_ALVIN_06-28.png,,270,10
