id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
957,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12575,6,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,2369,109342,Red,Cody,Garbrandt,No Love,7/7/91,34,Orthodox,135,68,65.5,http://www.ufc.com/athlete/Cody-Garbrandt,Bantamweight,14,7,0,0,Uhrichsville,Ohio,USA,Uhrichsville,Ohio,USA,https://ufc.com/images/2026-03/GARBRANDT_CODY_03-07.png,,141,-2,Boxer
958,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12575,6,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,3735,166528,Blue,Xiao,Long,,4/13/98,27,Orthodox,135,68,70,http://www.ufc.com/athlete/Xiao-Long,Bantamweight,27,10,0,0,,Hunan,China,,Hunan,China,https://ufc.com/images/2026-03/LONG_XIAO_03-07.png,,-161,-1,Sanda
959,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12695,7,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,4474,170046,Red,Donte,Johnson,Lock Jaw,1/25/99,27,Southpaw,185,68,74,http://www.ufc.com/athlete/Donte-Johnson,Middleweight,7,0,0,0,Fond du Lac,Wisconsin,USA,Fond du Lac,Wisconsin,USA,https://ufc.com/images/2026-03/JOHNSON_DONTE_03-07.png,,-800,8,MMA
960,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12695,7,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,3523,154472,Blue,Cody,Brundage,,5/16/94,31,Orthodox,185,72,72,http://www.ufc.com/athlete/Cody-Brundage,Middleweight,11,8,1,1,Chaplin,South Carolina,USA,Englewood,Colorado,USA,https://ufc.com/images/2026-03/BRUNDAGE_CODY_03-07.png,,575,-2,Wrestler
961,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12671,8,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,2912,122150,Red,Ricky,Turcios,,6/5/93,32,Orthodox,145,69,71,http://www.ufc.com/athlete/Ricky-Turcios,Bantamweight,13,5,0,0,Houston,Texas,USA,Houston,Texas,USA,https://ufc.com/images/2024-02/TURCIOS_RICKY_02-24.png,,155,-2,Taekwondo
962,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12671,8,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,3399,154072,Blue,Alberto,Montes,The Promise,5/31/94,31,Orthodox,145,67,69,http://www.ufc.com/athlete/Alberto-Montes,Featherweight,11,1,0,0,Barquisimeto,Lara,Venezuela,Barquisimeto,Lara,Venezuela,https://ufc.com/images/2026-03/MONTES_ALBERTO_03-07.png,,-180,3,BJJ
963,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12607,9,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,3529,138910,Red,Cody,Durden,Custom Made,3/29/91,34,Southpaw,125,67,67,http://www.ufc.com/athlete/Cody-Durden,Flyweight,17,9,1,0,Covington,Georgia,USA,Covington,Georgia,USA,https://ufc.com/images/2026-03/DURDEN_CODY_03-07.png,,145,-3,Wrestler
964,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12607,9,Upcoming,Prelims1,2026-03-08T00:00Z,Paramount+,4003,174042,Blue,Nyamjargal,Tumendemberel,Art of Knockout,3/22/98,27,Orthodox,125,67,71,http://www.ufc.com/athlete/Nyamjargal-Tumendemberel,Flyweight,9,1,0,0,Bayanbulag,Bayankhongor,Mongolia,Bayanbulag,Bayankhongor,Mongolia,https://ufc.com/images/2026-03/TUMENDEMBEREL_NYAMJARGAL_03-07.png,,-170,1,BJJ
965,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12576,10,Upcoming,Prelims2,2026-03-07T22:30Z,Paramount+,3216,158469,Red,,Sumudaerji,The Tibetan Eagle,1/20/96,30,Southpaw,125,68,72,http://www.ufc.com/athlete/Su-Mudaerji,Flyweight,18,7,0,0,,Sichuan,China,,Sichuan,China,https://ufc.com/images/2026-03/SUMUDAERJI_03-07.png,,-215,2,Sanda
966,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12576,10,Upcoming,Prelims2,2026-03-07T22:30Z,Paramount+,3851,151596,Blue,Jesus,Aguilar,,3/13/96,29,Orthodox,125,64,62.5,http://www.ufc.com/athlete/Jesus-Aguilar,Flyweight,12,3,0,0,Ensenada,Baja California,Mexico,Tijuana,Baja California,Mexico,https://ufc.com/images/2026-03/AGUILAR_JESUS_03-07.png,,185,1,BJJ
967,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12697,11,Upcoming,Prelims2,2026-03-07T22:30Z,Paramount+,4400,175144,Red,Rafael,Tobias,Bipolar,3/20/03,22,Orthodox,205,74,74.5,http://www.ufc.com/athlete/Rafael-Tobias,Light Heavyweight,14,1,0,0,Lambari,Minas Gerais,Brazil,Curitiba,Parana,Brazil,https://ufc.com/images/2026-03/TOBIAS_RAFAEL_03-07.png,,-162,6,Muay Thai
968,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12697,11,Upcoming,Prelims2,2026-03-07T22:30Z,Paramount+,4248,180709,Blue,Diyar,Nurgozhay,,4/22/97,28,Southpaw,205,74,74,http://www.ufc.com/athlete/Diyar-Nurgozhay,Light Heavyweight,10,2,0,0,Almaty,Almaty,Kazakstan,Astana,,Kazakstan,https://ufc.com/images/2026-03/NURGOZHAY_DIYAR_03-07.png,,142,-2,Pankration
969,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12601,12,Upcoming,Prelims2,2026-03-07T22:30Z,Paramount+,4432,163920,Red,Luke,Fernandez,,6/29/95,30,Orthodox,205,73,76.5,http://www.ufc.com/athlete/Luke-Fernandez,Light Heavyweight,6,0,0,0,Orlando,Florida,USA,Lacey,New Jersey,USA,https://ufc.com/images/2026-03/FERNANDEZ_LUKE_03-07.png,,-220,12,Wrestler
970,UFC 326: Holloway vs. Oliveira 2,1296,2026-03-07T22:30Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12601,12,Upcoming,Prelims2,2026-03-07T22:30Z,Paramount+,3864,160364,Blue,Rodolfo,Bellato,Trator,2/5/96,30,Orthodox,205,75,75.5,http://www.ufc.com/athlete/Rodolfo-Bellato,Light Heavyweight,12,3,1,1,Sao Paulo,Sao Paulo,Brazil,Rio de Janeiro,Rio de Janeiro,Brazil,https://ufc.com/images/2026-03/BELLATO_RODOLFO_03-07.png,,185,-1,BJJ
