id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak
241,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12105,6,Upcoming,Main,2025-06-15T02:00Z,ESPN,2686,141994,Red,Alonzo,Menifield,Atomic,10/18/87,37,Orthodox,205,72,76,http://www.ufc.com/athlete/Alonzo-Menifield,Light Heavyweight,16,5,1,0,Los Angeles,California,USA,Dallas,Texas,USA,https://ufc.com/images/2025-06/MENIFIELD_ALONZO_06-14.png,15,500,1
242,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12105,6,Upcoming,Main,2025-06-15T02:00Z,ESPN,3860,168429,Blue,Oumar,Sy,,11/21/95,29,Orthodox,205,76,83,http://www.ufc.com/athlete/Oumar-Sy,Light Heavyweight,11,0,0,0,Paris,Ile-de-France,France,Paris,Ile-de-France,France,https://ufc.com/images/2025-06/SY_OUMAR_06-14.png,,-700,11
243,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12156,7,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,2834,150401,Red,Paul,Craig,Bearjew,11/27/87,37,Orthodox,205,75,76,http://www.ufc.com/athlete/Paul-Craig,Light Heavyweight,17,9,1,0,Airdrie,Scotland,United Kingdom,Coatbridge,Scotland,United Kingdom,https://ufc.com/images/2025-06/CRAIG_PAUL_06-14.png,,310,-3
244,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12156,7,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,3864,160,Blue,Rodolfo,Bellato,Trator,2/5/96,29,Orthodox,205,75,75.5,http://www.ufc.com/athlete/Rodolfo-Bellato,Light Heavyweight,12,2,1,0,Sao Paulo,Sao Paulo,Brazil,Rio de Janeiro,Rio de Janeiro,Brazil,https://ufc.com/images/2025-06/BELLATO_RODOLFO_06-14.png,,-395,4
245,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12101,8,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,1985,124625,Red,Michael,Chiesa,Maverick,12/7/87,37,Southpaw,170,73,75.5,http://www.ufc.com/athlete/Michael-Chiesa,Welterweight,18,7,0,0,Aurora,Colorado,USA,Spokane Valley,Washington,USA,https://ufc.com/images/2025-06/CHIESA_MICHAEL_06-14.png,,-345,2
246,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12101,8,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,1543,101596,Blue,Court,McGee,The Crusher,12/12/84,40,Orthodox,170,71,75.5,http://www.ufc.com/athlete/Court-McGee,Welterweight,23,13,0,0,Ogden,Utah,USA,Orem,Utah,USA,https://ufc.com/images/2025-06/MCGEE_COURT_06-14.png,,275,1
247,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12179,9,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,4224,157,Red,Malcolm,Wellmaker,The Machine,6/4/94,31,Switch,135,70,71.5,http://www.ufc.com/athlete/Malcolm-Wellmaker,Bantamweight,9,0,0,0,Augusta,Georgia,USA,Augusta,Georgia,USA,https://ufc.com/images/2025-06/WELLMAKER_MALCOM_06-14.png,,-2500,9
248,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12179,9,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,3715,149873,Blue,Kris,Moutinho,,8/9/92,32,Southpaw,135,67,68,http://www.ufc.com/athlete/Kris-Moutinho,Bantamweight,14,6,0,0,Milford,Massachusetts,USA,Milford,Massachusetts,USA,https://ufc.com/images/2025-06/MOUTINHO_KRIS_06-14.png,,900,5
249,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12104,10,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,3529,138910,Red,Cody,Durden,Custom Made,3/29/91,34,Southpaw,125,67,67,http://www.ufc.com/athlete/Cody-Durden,Flyweight,17,7,1,0,Covington,Georgia,USA,Covington,Georgia,USA,https://ufc.com/images/2025-06/DURDEN_CODY_06-14.png,,175,-1
250,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12104,10,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,4233,176,Blue,Jose,Ochoa,Kalzifer,12/31/00,24,Southpaw,125,67,67,http://www.ufc.com/athlete/Jose-Ochoa,Flyweight,7,1,0,1,Moyobamba,Moyobamba,Peru,Moyobamba,Moyobamba,Peru,https://ufc.com/images/2025-06/OCHOA_JOSE_06-14.png,,-210,-1
251,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12181,11,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,2971,129428,Red,Ricky,Simon,,8/31/92,32,Orthodox,135,66,69,http://www.ufc.com/athlete/Ricky-Simon,Bantamweight,21,6,0,0,Pendleton,Oregon,USA,Vancouver,Washington,USA,https://ufc.com/images/2025-06/SIMON_RICKY_06-14.png,,-450,1
252,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12181,11,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,4048,161,Blue,Cameron,Smotherman,The Baby-Faced Killa,9/17/97,27,Orthodox,135,69,69,http://www.ufc.com/athlete/Cameron-Smotherman,Bantamweight,12,5,0,0,Houston,Texas,USA,Houston,Texas,USA,https://ufc.com/images/2025-06/SMOTHERMAN_CAMERON_06-14.png,,325,-1
253,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12180,12,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,3396,129126,Red,Phil,Rowe,The Fresh Prince,7/18/90,34,Orthodox,170,75,80.5,http://www.ufc.com/athlete/Philip-Rowe,Welterweight,10,5,0,0,Brooklyn,New York,USA,Orlando,Florida,USA,https://ufc.com/images/2025-06/ROWE_PHIL_06-14.png,,130,-2
254,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12180,12,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,3671,158607,Blue,Ange,Loosa,The Last Ninja,3/18/93,32,Orthodox,170,70,74,http://www.ufc.com/athlete/Ange-Loosa,Welterweight,10,4,0,1,Kinshasa,,Congo,Kinshasa,,Congo,https://ufc.com/images/2025-06/LOOSA_ANGE_06-14.png,,-155,-1
255,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12178,13,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,3562,143151,Red,Jamey-Lyn,Horth,,3/30/90,35,Orthodox,125,67,66,http://www.ufc.com/athlete/Jamey-Lyn-Horth,Women's Flyweight,7,2,0,0,Squamish,British Columbia,Canada,Squamish,British Columbia,Canada,https://ufc.com/images/2025-06/HORTH_JAMEY-LYN_06-14.png,,-700,-1
256,UFC Fight Night: Usman vs. Buckley,1259,2025-06-14T23:00Z,GMT-04:00,Upcoming,1,Ultimate Fighting Championship,State Farm Arena,130,Atlanta,Georgia,USA,USA,12178,13,Upcoming,Prelims1,2025-06-14T23:00Z,ESPN+,3500,127719,Blue,Vanessa,Demopoulos,Lil Monster,9/22/88,36,Orthodox,125,62,59.5,http://www.ufc.com/athlete/Vanessa-Demopoulos,Women's Flyweight,11,7,0,0,Cleveland,Ohio,USA,Las Vegas,Nevada,USA,https://ufc.com/images/2025-06/DEMOPOULOS_VANESSA_06-14.png,,450,-2
