id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
539,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12273,6,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4252,181,Red,Navajo,Stirling,,11/7/97,27,Orthodox,205,76,79,http://www.ufc.com/athlete/Navajo-Stirling,Light Heavyweight,7,0,0,0,Upper Hutt,,New Zealand,Auckland,,New Zealand,https://ufc.com/images/2025-09/STIRLING_NAVAJO_09-27.png,,-300,7,Kickboxing
540,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12273,6,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,3864,160,Blue,Rodolfo,Bellato,Trator,2/5/96,29,Orthodox,205,75,75.5,http://www.ufc.com/athlete/Rodolfo-Bellato,Light Heavyweight,12,2,1,1,Sao Paulo,Sao Paulo,Brazil,Rio de Janeiro,Rio de Janeiro,Brazil,https://ufc.com/images/2025-09/BELLATO_RODOLFO_09-27.png,,240,4,MMA
541,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12397,7,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4035,174,Red,Cam,Rowston,Battle Giraffe,1/19/95,30,Orthodox,185,75,78,http://www.ufc.com/athlete/Cam-Rowston,Middleweight,12,3,0,0,Sydney,New South Wales,Australia,Auckland,,New Zealand,https://rnixnohdeayspegtrfds.supabase.co/storage/v1/object/public/fighters/rowston_cameron.png,,160,4,BJJ
542,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12397,7,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,3749,146738,Blue,Andre,Petroski,,6/12/91,34,Switch,185,72,73,http://www.ufc.com/athlete/Andre-Petroski,Middleweight,13,4,0,0,Chester,Pennsylvania,USA,Philadelphia,Pennsylvania,USA,https://ufc.com/images/2025-09/PETROSKI_ANDRE_09-27.png,,-190,-1,Freestyle
543,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12357,8,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,3431,161917,Red,Jamie,Mullarkey,,8/17/94,31,Orthodox,155,72,74,http://www.ufc.com/athlete/Jamie-Mullarkey,Lightweight,17,8,0,0,Central Coast,New South Wales,Australia,Central Coast,New South Wales,Australia,https://ufc.com/images/2025-09/MULLARKEY_JAMIE_09-27.png,,-120,-2,Strker
544,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12357,8,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,3971,172570,Blue,Rolando,Bedoya,The Machine,1/13/97,28,Orthodox,155,71,74,http://www.ufc.com/athlete/Rolando-Bedoya,Lightweight,14,4,0,0,Lima,,Peru,Lima,,Peru,https://ufc.com/images/2025-09/BEDOYA_ROLANDO_09-27.png,,100,-3,Striker
545,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12271,9,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4318,183,Red,Colby,Thicknesse,Slickness,6/23/99,26,Orthodox,135,67,69,http://www.ufc.com/athlete/Colby-Thicknesse,Bantamweight,7,1,0,0,Wollongong,New South Wales,Australia,Windang,New South Wales,Australia,https://ufc.com/images/2025-09/THICKNESSE_COLBY_09-27.png,,125,-1,Freestyle
546,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12271,9,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4222,180,Blue,Josias,Musasa,The KO Wizard,10/10/98,26,Southpaw,135,68,74,http://www.ufc.com/athlete/Josias-Musasa,Bantamweight,8,1,0,0,Lubumbashi,Haut-Katanga,The Democratic Republic of Congo,Lubumbashi,Haut-Katanga,The Democratic Republic of Congo,https://ufc.com/images/2025-09/MUSASA_JOSIAS_09-27.png,,-150,-1,Kickboxing
547,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12307,10,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4427,,Red,Michelle,Montague,The Wild One,11/25/93,31,Southpaw,135,69,68.5,http://www.ufc.com/athlete/Michelle-Montague,Women's Bantamweight,6,0,0,0,Matamata,,New Zealand,Coconut Creek,Florida,USA,https://ufc.com/images/2025-09/MONTAGUE_MICHELLE_09-27.png,,-210,6,Muay Thai/BJJ
548,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12307,10,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,3183,157247,Blue,Luana,Carolina,Dread,6/11/93,32,Orthodox,135,66,69,http://www.ufc.com/athlete/Luana-Carolina,Women's Bantamweight,11,4,0,0,Sao Paulo,Sao Paulo,Brazil,Sao Paulo,Sao Paulo,Brazil,https://ufc.com/images/2025-09/CAROLINA_LUANA_09-27.png,,175,3,Muay Thai
549,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12361,11,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4374,186,Red,Brando,Pericic,The Balkan Bear,8/3/94,31,Orthodox,245,77,79.5,http://www.ufc.com/athlete/Brando-Pericic,Heavyweight,4,1,0,0,Adelaide,South Australia,Australia,Auckland,,New Zealand,https://ufc.com/images/2025-09/PERICIC_BRANDO_09-27.png,,-210,2,Wrestler
550,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12361,11,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4378,173,Blue,Elisha,Ellison,The Snack Panther,3/5/97,28,Orthodox,238,72,78,http://www.ufc.com/athlete/Elisha-Ellison,Heavyweight,5,1,0,0,Seattle,Washington,USA,Enumclaw,Washington,USA,https://ufc.com/images/2025-09/ELLISON_ELISHA_09-27.png,,175,3,Striker
551,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12270,12,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,3427,155225,Red,Loma,Lookboonmee,,1/18/96,29,Orthodox,115,61,61.5,http://www.ufc.com/athlete/Loma-Lookboonmee,Women's Strawweight,10,3,0,0,,Buriram,Thailand,,Buriram,Thailand,https://ufc.com/images/2025-09/LOOKBOONMEE_LOMA_09-27.png,14,190,4,Muay Thai
552,UFC Fight Night: Ulberg vs. Reyes,1276,2025-09-27T23:00Z,GMT+08:00,Upcoming,1,Ultimate Fighting Championship,RAC Arena,298,Perth,Western Australia,Australia,AUS,12270,12,Upcoming,Prelims1,2025-09-27T23:00Z,ESPN+,4243,180,Blue,Alexia,Thainara,Burguesinha,11/20/95,29,Orthodox,115,64,67,http://www.ufc.com/athlete/Alexia-Thainara,Women's Strawweight,12,1,0,0,Paracambi,Rio de Janeiro,Brazil,Varginha,Minas Gerais,Brazil,https://ufc.com/images/2025-09/THAINARA_ALEXIA_09-27.png,,-235,10,Judo
