Event,EventId,StartTime,TimeZone,EventStatus,LiveEventId,LiveFightId,LiveRoundNumber,LiveRoundElapsedTime,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,KOOfTheNight,SubmissionOfTheNight,PerformanceOfTheNight,Fight_Result_Method,Fight_Result_EndingRound,Fight_Result_EndingTime,Fight_Result_EndingStrike,Fight_Result_EndingTarget,Fight_Result_EndingPosition,Fight_Result_EndingSubmission,Fight_Result_EndingNotes,FightOfTheNight
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11985,6,Final,Main,2025-04-06T01:00Z,ESPN,4141,169,Red,Torrez,Finney,The Punisher,1998-10-24,26,Orthodox,185.0,68.0,75.5,http://www.ufc.com/athlete/Torrez-Finney,Middleweight,11,0,0,0,Macon,Georgia,USA,Chattanooga,Tennessee,USA,https://ufc.com/images/2025-04/FINNEY_TORREZ_04-05.png,False,False,False,Decision - Split,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11985,6,Final,Main,2025-04-06T01:00Z,ESPN,4287,178,Blue,Robert,Valentin,Robzilla,1995-03-31,30,Orthodox,185.0,74.0,77.0,http://www.ufc.com/athlete/Robert-Valentin,Middleweight,11,5,0,1,Zurich,Zurich,Switzerland,Zurich,Zurich,Switzerland,,False,False,False,Decision - Split,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11944,7,Final,Prelims1,2025-04-05T22:00Z,ESPN,3284,161604,Red,Diana,Belbita,The Warrior Princess,1996-06-26,28,Orthodox,125.0,67.0,68.0,http://www.ufc.com/athlete/Diana-Belbita,Women's Flyweight,15,10,0,0,Drobeta-Turnu Severin,,Romania,Stoney Creek,Ontario,Canada,https://ufc.com/images/2025-04/BELBITA_DIANA_04-05.png,False,False,False,Submission,1,4:13,,,From Side Control,Arm Triangle,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11944,7,Final,Prelims1,2025-04-05T22:00Z,ESPN,4150,166,Blue,Dione,Barbosa,The Witch,1992-05-08,32,Orthodox,125.0,66.0,66.5,http://www.ufc.com/athlete/Dione-Barbosa,Women's Flyweight,8,3,0,0,Recife,Pernambuco,Brazil,Recife,Pernambuco,Brazil,https://ufc.com/images/2025-04/BARBOSA_DIONE_04-05.png,False,False,True,Submission,1,4:13,,,From Side Control,Arm Triangle,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11986,8,Final,Prelims1,2025-04-05T22:00Z,ESPN,3481,163677,Red,Rhys,McKee,Skeletor,1995-09-10,29,Orthodox,170.0,74.0,78.0,http://www.ufc.com/athlete/Rhys-McKee,Welterweight,14,6,1,0,Ballymena,Northern Ireland,United Kingdom,Ballymena,Northern Ireland,United Kingdom,https://ufc.com/images/2025-04/MCKEE_RHYS_04-05.png,False,False,True,TKO - Doctor's Stoppage,1,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11986,8,Final,Prelims1,2025-04-05T22:00Z,ESPN,4264,175,Blue,Daniel,Frunza,,1994-04-13,30,Orthodox,170.0,73.0,73.0,http://www.ufc.com/athlete/Daniel-Frunza,Welterweight,9,3,0,0,Iasi,,Romania,Iasi,,Romania,https://ufc.com/images/2025-04/FRUNZA_DANIEL_04-05.png,False,False,False,TKO - Doctor's Stoppage,1,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12031,9,Final,Prelims1,2025-04-05T22:00Z,ESPN,3427,155225,Red,Loma,Lookboonmee,,1996-01-18,29,Orthodox,115.0,61.0,61.5,http://www.ufc.com/athlete/Loma-Lookboonmee,Women's Strawweight,10,3,0,0,,Buriram,Thailand,,Buriram,Thailand,https://ufc.com/images/2025-04/LOOKBOONMEE_LOMA_04-05.png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12031,9,Final,Prelims1,2025-04-05T22:00Z,ESPN,3365,148137,Blue,Istela,Nunes,,1992-07-23,32,Orthodox,115.0,64.0,66.0,http://www.ufc.com/athlete/Istela-Nunes,Women's Strawweight,6,6,0,1,,Rio Grande do Norte,Brazil,Rio de Janeiro,Rio de Janeiro,Brazil,https://ufc.com/images/2025-04/NUNES_ISTELA_04-05.png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12005,10,Final,Prelims1,2025-04-05T22:00Z,ESPN,3777,126332,Red,Victor,Henry,La Mangosta,1987-05-04,37,Switch,135.0,67.0,68.0,http://www.ufc.com/athlete/Victor-Henry,Bantamweight,25,7,0,1,Southgate,California,USA,Southgate,California,USA,https://ufc.com/images/2025-04/HENRY_VICTOR_04-05.png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12005,10,Final,Prelims1,2025-04-05T22:00Z,ESPN,3723,146472,Blue,Pedro,Falcao,Pedrinho,1992-07-30,32,Orthodox,135.0,66.0,66.0,http://www.ufc.com/athlete/Pedro-Falcao,Bantamweight,16,5,0,0,Porto Velho,Rondonia,Brazil,Porto Velho,Rondonia,Brazil,https://ufc.com/images/2025-04/FALCAO_PEDRO_04-05.png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12039,11,Final,Prelims1,2025-04-05T22:00Z,ESPN,3682,166160,Red,Martin,Buday,Badys,1991-11-11,33,Orthodox,265.0,76.0,77.0,http://www.ufc.com/athlete/Martin-Buday,Heavyweight,15,2,0,0,Nitra,Nitra,Slovakia,Trnava,Trnava,Slovakia,https://ufc.com/images/2025-04/BUDAY_MARTIN_04-05.png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12039,11,Final,Prelims1,2025-04-05T22:00Z,ESPN,4211,175,Blue,Uran,Satybaldiev,Gorilla,1994-08-10,30,Orthodox,223.0,76.0,79.0,http://www.ufc.com/athlete/Uran-Satybaldiev,Heavyweight,9,1,0,0,Osh,Osh,Kyrgyzstan,Osh,Osh,Kyrgyzstan,https://ufc.com/images/2025-04/SATYBALDIEV_URAN_04-05..png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11997,12,Final,Prelims1,2025-04-05T22:00Z,ESPN,3500,127719,Red,Vanessa,Demopoulos,Lil Monster,1988-09-22,36,Orthodox,115.0,62.0,59.5,http://www.ufc.com/athlete/Vanessa-Demopoulos,Women's Strawweight,11,7,0,0,Cleveland,Ohio,USA,Las Vegas,Nevada,USA,https://ufc.com/images/2025-04/DEMOPOULOS_VANESSA_04-05.png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
UFC Fight Night: Emmett vs. Murphy,1250,2025-04-05T22:00Z,GMT-07:00,Final,,,,,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,11997,12,Final,Prelims1,2025-04-05T22:00Z,ESPN,4079,165,Blue,Talita,Alencar,Problem Child,1990-10-17,34,Orthodox,115.0,61.0,58.5,http://www.ufc.com/athlete/Talita-Alencar,Women's Strawweight,6,1,1,0,Carutapera,Maranhao,Brazil,Carutapera,Maranhao,Brazil,https://ufc.com/images/2025-04/ALENCAR_TALITA_04-05.png,False,False,False,Decision - Unanimous,3,5:00,,,,,,False
